400	0.00626173
800	0.0319911
1200	0.092173
1600	0.277919
2000	0.501017
2400	0.770726
2800	1.25954
3200	1.95794
3600	2.77113
4000	4.20454
4400	5.1643
4800	6.8767
5200	8.93788
5600	11.2105
6000	11.7428
6400	15.0724
6800	18.6077
7200	22.4587
7600	26.5604
8000	29.3323
8400	36.5494
8800	38.2621
9200	46.1825
9600	49.5025
10000	59.1766
