100 539
200 328
300 345
400 266
500 330
600 256
700 329
800 390
900 313
1000 356
1100 304
1200 345
1300 332
1400 250
1500 326
1600 476
1700 389
1800 355
1900 388
2000 389
2100 300
2200 309
2300 320
2400 318
2500 305
2600 296
2700 378
2800 284
2900 285
3000 316
