100 387
200 444
300 456
400 577
500 494
600 551
700 490
800 547
900 475
1000 431
1100 494
1200 407
1300 421
1400 509
1500 493
1600 529
1700 535
1800 425
1900 470
2000 649
2100 407
2200 510
2300 511
2400 585
2500 461
2600 455
2700 457
2800 464
2900 399
3000 454
